Well,Date,Oil,Gas,Water,InjGas,InjWtr
SCU_24-09,2/1/2013,84,5682,7077,,
SCU_24A-09,2/1/2013,84,5682,7077,,
SCU_332-04,11/1/2015,84,37,,,
SRU_23-15,11/1/1994,85,1306,1584,,
SCU_13-04,4/1/2000,85,98303,62,,
SCU_43A-05,4/1/2000,85,98303,62,,
SCU_32B-09,8/1/2003,85,940,1746,,
SCU_33-05,12/1/2004,85,4472,354,,
SCU_41A-08,3/1/2012,85,,460,,
SCU_21-08,6/1/1996,86,3880,,,
SCU_13-04,8/1/2000,87,39625,80,,
SCU_43A-05,8/1/2000,87,39625,80,,
SCU_34-09,11/1/2001,87,47,2563,,
SCU_23A-09,5/1/2013,87,8204,3505,,
SCU_32B-09,11/1/2014,87,21,2784,,
SCU_32B-09,8/1/2016,88,4636,3838,,
SCU_321-09,6/1/1982,89,8781,4,,
SCU_21A-04,4/1/1994,89,53283,34,,
SCU_34-09,7/1/2001,89,226,3366,,
SCU_21A-04,9/1/2002,89,75250,289,,
SRU_14A-33,4/1/2009,89,,,,
SCU_23A-09,5/1/2012,89,362,615,,
SCU_34-04,5/1/2012,89,5091,4671,,
SCU_24A-09,7/1/2014,89,899,6341,,
SCU_13-04,1/1/2000,90,133611,20,,
SCU_43A-05,1/1/2000,90,133611,20,,
SCU_21A-04,3/1/2001,90,160063,267,,
SRU_14A-33,7/1/2001,90,9986,610,,
SCU_21A-04,10/1/2002,90,110693,311,,
SRU_23-33,10/1/2005,90,492,110,,
SCU_343-33,11/1/2005,90,728,517,,
SCU_34-08,7/1/1981,91,4309,175,,
SCU_34-09,2/1/2000,91,665,818,,
SCU_13-04,9/1/2000,91,25288,66,,
SCU_43A-05,9/1/2000,91,25288,66,,
SCU_32B-09,7/1/2003,91,890,1720,,
SRU_23-33,9/1/2007,91,5,69,,
SCU_14-34,6/1/2009,91,,545,,
SCU_12B-09,1/1/2015,91,30943,46,,
SCU_332-04,5/1/2015,91,319,,,
SCU_42A-05,6/1/2000,92,90,5212,,
SCU_12A-04,1/1/2012,92,,456,,
SRU_331-27,11/1/2012,92,4125,119,,
SCU_23A-09,2/1/2013,92,3578,2378,,
SCU_21A-04,4/1/2001,93,162674,286,,
SRU_23-33,2/1/2009,93,140,29,,
SCU_24-09,7/1/2014,93,899,6341,,
SCU_21A-09,8/1/2016,94,3436,808,,
SCU_13-09,4/1/1983,95,16599,1176,,
SCU_23B-03,9/1/1990,95,15383,5,,
SCU_21-08,6/1/1992,95,15124,501,,
SCU_42A-05,8/1/2000,95,99,5039,,
SRU_23-33,3/1/2006,95,224,62,,
SCU_14-34,4/1/2009,95,,644,,
SCU_24A-09,4/1/2015,95,1217,3520,,
SCU_314-03,1/1/1998,96,52274,2241,,
SCU_13-04,7/1/2000,96,75588,96,,
SCU_43A-05,7/1/2000,96,75588,96,,
SCU_32B-09,9/1/2001,96,60994,2081,,
SCU_34-09,9/1/2003,96,108,1741,,
SCU_33-05,2/1/2005,96,2070,463,,
SCU_12A-04,11/1/2005,96,6,,,
SRU_21-27,12/1/2005,96,3781,1034,,
SCU_24-09,4/1/2015,96,1217,3520,,
SRU_43A-15,7/1/1981,97,6760,395,,
SCU_13-04,3/1/2001,97,73374,121,,
SCU_43A-05,3/1/2001,97,73374,121,,
SCU_32B-09,9/1/2003,97,131,2143,,
SRU_23-33,7/1/2006,97,,75,,
SCU_44-04,5/1/2012,97,1026,2305,,
SCU_34-04,6/1/2012,97,4801,4931,,
SCU_24A-09,11/1/2013,97,4294,4964,,
SCU_34-33,7/1/1983,98,8463,6,,
SCU_34-04,4/1/1984,98,10413,23,,
SRU_21-22,9/1/1991,98,259,1537,,
SCU_22-04,7/1/2013,98,247,349,,
SRU_23-33,9/1/2005,99,1153,97,,
SCU_24-09,11/1/2013,99,4294,4964,,
SCU_343-33,7/1/2008,100,394,,,
SCU_23A-09,7/1/2013,100,11036,2613,,
SCU_21A-09,5/1/2015,100,830,778,,
SCU_21-08,12/1/1991,101,14980,153,,
SCU_34-09,2/1/2002,101,69,2188,,
SRU_23-33,10/1/2008,101,84,66,,
SCU_21-03,1/1/1994,102,13812,13,,
SCU_13-04,4/1/2001,102,71138,105,,
SCU_43A-05,4/1/2001,102,71138,105,,
SCU_13-04,1/1/2002,102,22691,106,,
SCU_43A-05,1/1/2002,102,22691,106,,
SCU_12A-04,3/1/2005,102,,,,
SCU_12A-04,1/1/2009,102,,,,
SCU_34-04,9/1/2011,102,4339,6600,,
SCU_343-33,12/1/2011,102,,3,,
SCU_34-04,1/1/2012,102,15257,6641,,
SCU_24A-09,11/1/2014,102,1387,6318,,
SCU_44-33,5/1/2016,102,356,692,,
SRU_23-15,2/1/1981,103,,4420,,
SCU_43-09,2/1/1991,103,14556,11,,
SCU_23A-09,6/1/2013,103,11477,3190,,
SCU_332-04,5/1/2016,103,7,,,
SRU_23-15,11/1/1984,104,3511,2389,,
SCU_23A-09,8/1/2002,104,21089,114,,
SCU_33-05,9/1/2004,104,3518,325,,
SCU_34-04,7/1/2011,104,5159,5904,,
SCU_34-09,6/1/2001,105,69,3186,,
SCU_34-09,12/1/2004,105,95,2024,,
SCU_12A-04,3/1/2008,105,,,,
SCU_24-09,11/1/2014,105,1387,6318,,
SRU_21-22,5/1/2015,105,1519,15950,,
SCU_22-04,9/1/2006,106,,53,,
SRU_331-27,2/1/1964,107,41,1070,,
SRU_21-15,7/1/1972,107,63,227,,
SCU_13-04,5/1/2000,107,83578,74,,
SCU_43A-05,5/1/2000,107,83578,74,,
SCU_33-05,5/1/2004,107,3640,451,,
SRU_23-33,3/1/2009,107,,32,,
SRU_32-33,12/1/1976,108,558,8,,
SCU_34-04,4/1/1985,108,9707,4,,
SCU_23A-09,9/1/2012,108,5012,3405,,
SCU_12A-10,12/1/1985,109,11964,12,,
SCU_23B-03,10/1/1993,109,18466,13,,
SRU_34-28,4/1/1995,109,812,4886,,
SRU_14A-33,9/1/2007,109,,,,
SCU_34-04,8/1/2013,109,5795,6633,,
KGSF_1,6/1/1987,110,8007,11067,,
SCU_12A-04,3/1/1991,110,14604,6,,
SCU_23B-03,9/1/1993,110,17938,13,,
SRU_23-33,4/1/2006,110,10,81,,
SRU_23-33,6/1/2007,110,,37,,
SCU_34-09,12/1/2003,111,183,1587,,
SRU_14A-33,7/1/2005,111,2,,,
SRU_23-33,2/1/2004,112,3557,28,,
SCU_34-09,10/1/2004,112,,2244,,
SRU_23-33,10/1/2006,112,111,67,,
SCU_12A-04,4/1/2007,112,,,,
SCU_12A-03,6/1/2014,112,107,1090,,
KGSF_1,7/1/1984,113,15,16127,,
SCU_34-04,6/1/1987,113,17084,4,,
SCU_43A-04,11/1/1998,113,47,238,,
SCU_13-04,6/1/2001,113,71017,117,,
SCU_43A-05,6/1/2001,113,71017,117,,
SCU_33-05,7/1/2003,113,9264,376,,
SCU_12A-04,6/1/2010,113,3894,414,,
SCU_34-04,6/1/2010,113,1567,8422,,
SCU_23A-09,1/1/2013,113,5694,3213,,
SCU_22-04,2/1/2013,113,182,264,,
SCU_33A-08,11/1/1990,114,30065,1,,
SCU_41-05,1/1/2002,114,7908,191,,
SCU_12A-04,12/1/2006,114,5,,,
SCU_12A-04,10/1/2007,114,,,,
SCU_34-04,4/1/2011,114,4377,6174,,
SCU_32B-09,7/1/2016,114,4625,2233,,
SCU_41B-09,12/1/1993,115,34869,11,,
SCU_21-08,5/1/1996,115,4758,,,
SCU_34-09,10/1/2001,115,62,2569,,
SCU_42B-05,9/1/2004,115,469,973,,
SCU_21A-09,4/1/2013,115,4214,716,,
SRU_34-10,6/1/1964,116,24,464,,
SCU_34-09,9/1/2004,116,,2443,,
SRU_23-33,11/1/2005,116,,82,,
SCU_34-04,6/1/2011,116,6828,6246,,
SCU_34-04,10/1/2011,116,4682,5588,,
SCU_32B-09,12/1/2016,116,1667,3284,,
SCU_34-09,5/1/2001,117,15,3468,,
SRU_23-33,12/1/2006,117,1,94,,
SCU_22-04,6/1/2013,117,24,159,,
SCU_43A-33,9/1/2014,117,6,2977,,
SCU_21A-04,12/1/1983,118,13335,30,,
SCU_13-04,5/1/2001,118,81451,99,,
SCU_43A-05,5/1/2001,118,81451,99,,
SCU_34-09,8/1/2003,118,92,1891,,
SCU_33-05,2/1/2006,118,849,278,,
SRU_23-33,6/1/2006,118,,75,,
SRU_34-10,7/1/1964,119,25,476,,
SCU_43-09,12/1/1984,119,11896,5,,
SCU_32B-09,7/1/1999,119,106185,1977,,
SCU_13-04,2/1/2000,119,115688,28,,
SCU_43A-05,2/1/2000,119,115688,28,,
SCU_13-04,10/1/2000,119,79058,117,,
SCU_43A-05,10/1/2000,119,79058,117,,
SRU_23-33,3/1/2007,119,,38,,
SCU_34-04,4/1/2012,119,7195,5959,,
SCU_12B-09,2/1/2016,119,107,38,,
SCU_43-09,9/1/1982,120,8412,35,,
SCU_33-05,8/1/2004,120,281,344,,
SCU_34-09,8/1/2004,120,90,2223,,
SCU_42B-05,8/1/2004,120,190,946,,
SCU_33-05,8/1/2006,120,,439,,
SCU_12A-04,3/1/2007,120,,,,
SCU_22-04,10/1/1999,121,129342,191,,
SCU_44-04,8/1/2003,121,361,8507,,
SCU_23A-09,4/1/2013,121,6978,2675,,
SRU_34-10,5/1/1964,122,17,488,,
SRU_23-15,2/1/1994,122,33,941,,
SRU_23-33,10/1/2007,122,1604,79,,
SCU_44-05,9/1/2014,122,244,129,,
SRU_12-27,12/1/1972,123,3032,6027,,
SCU_44A-08,1/1/1985,123,5971,20,,
SCU_41A-09,12/1/1986,123,10916,3,,
SCU_43A-04,10/1/1998,123,173,236,,
SRU_14A-33,4/1/2001,123,23630,513,,
SCU_34-09,7/1/2004,123,244,1905,,
SCU_23A-09,11/1/2005,123,88,96,,
SCU_12A-03,7/1/2006,123,,93,,
SCU_12A-04,11/1/2011,123,,265,,
SCU_24-09,8/1/2013,123,5055,5453,,
SCU_24A-09,8/1/2013,123,5055,5453,,
SCU_34-09,4/1/2003,124,122,2367,,
SCU_42B-05,7/1/2004,124,387,838,,
SCU_33-05,4/1/2005,124,2390,255,,
SCU_343-33,4/1/2005,124,109,7806,,
SCU_14-34,2/1/2010,124,,860,,
SCU_34-04,12/1/2010,124,3236,8073,,
SCU_32B-09,9/1/2016,124,6223,1120,,
SRU_23-15,8/1/1996,125,2524,3534,,
SCU_21B-16,2/1/1998,125,402,1161,,
SCU_34-09,1/1/2001,125,43,3292,,
SRU_23-22,7/1/1984,126,4660,2787,,
SCU_14-34,3/1/2006,126,3394,3257,,
SRU_14A-33,6/1/2011,126,,,,
SRU_34-10,8/1/1964,127,35,508,,
SRU_34-10,9/1/1964,127,28,508,,
SCU_13-04,3/1/2000,127,114688,52,,
SCU_43A-05,3/1/2000,127,114688,52,,
SCU_33-05,7/1/2004,127,688,313,,
SCU_42B-05,3/1/2005,127,559,1018,,
SCU_12A-04,5/1/2010,127,1584,383,,
SCU_34-04,8/1/2011,127,3637,6206,,
SCU_12B-09,2/1/2015,127,25569,23,,
SCU_33-33,3/1/2017,127,1604,342,,
SCU_43A-04,10/1/1987,128,18570,7,,
SRU_21-22,6/1/1991,128,330,2008,,
SCU_33-05,9/1/2005,128,2682,280,,
SCU_23A-09,12/1/2005,128,,71,,
SCU_14-34,7/1/2009,128,2,931,,
SRU_23-15,7/1/2002,129,839,933,,
SRU_23-33,8/1/2005,129,208,76,,
SCU_12A-04,12/1/2011,129,,277,,
SCU_41-05,10/1/2001,130,22745,250,,
SCU_21B-16,7/1/2002,130,1602,597,,
SCU_42B-05,2/1/2003,130,942,547,,
SCU_33-05,6/1/2004,130,1936,409,,
SCU_32B-09,6/1/2014,130,146,3618,,
SRU_14-22,4/1/1969,131,74,107,,
SCU_33-05,10/1/2001,131,3146,161,,
SCU_314-04,8/1/2005,131,1564,988,,
SCU_33-05,8/1/2005,131,854,282,,
SCU_33-05,10/1/2005,131,3060,253,,
SCU_21A-09,6/1/2013,131,3984,624,,
SCU_21A-09,1/1/2017,131,2827,1121,,
SCU_21A-09,2/1/2017,131,1715,941,,
SCU_34-09,4/1/2004,132,267,2189,,
SCU_12A-04,9/1/2005,132,,,,
SCU_34-04,1/1/2011,132,4604,8755,,
SRU_43A-15,11/1/1982,133,51749,2340,,
SCU_33-05,1/1/2003,133,1106,400,,
SCU_34-09,5/1/2004,133,266,2261,,
SCU_33-05,3/1/2005,133,3253,291,,
SCU_14-34,5/1/2010,133,,616,,
SCU_23A-09,12/1/2011,133,2786,597,,
SCU_23A-09,3/1/2013,133,5843,2779,,
SCU_22-04,5/1/2013,133,8,623,,
SRU_14-22,5/1/1977,134,4906,745,,
SCU_21A-09,11/1/2001,135,42,1978,,
SCU_33-05,2/1/2004,135,6013,439,,
SCU_14-34,4/1/2006,135,3789,3077,,
SCU_34-04,2/1/2012,135,9050,5517,,
SCU_33-05,9/1/2013,135,1069,381,,
SCU_43A-33,7/1/2014,135,7,3636,,
SRU_23-15,3/1/1989,136,248,289,,
SCU_34-09,7/1/2000,136,240,4240,,
SCU_34-09,3/1/2003,136,204,2235,,
SRU_23-33,6/1/2005,136,3879,138,,
SCU_12A-04,7/1/2005,136,17,,,
SRU_23-33,11/1/2006,136,732,96,,
SCU_24-09,7/1/2013,136,3470,5671,,
SCU_24A-09,7/1/2013,136,3470,5671,,
SCU_24A-09,3/1/2014,136,6974,7929,,
SCU_21-03,3/1/1967,137,62,2613,,
SCU_13-34,4/1/1979,137,8257,32,,
SRU_23-33,7/1/2005,137,2275,124,,
SCU_12A-04,11/1/2008,137,,,,
SCU_23A-09,4/1/2012,137,1692,806,,
SCU_33-33,4/1/2017,137,1834,692,,
SRU_21-34,4/1/1986,138,22,90461,,
SRU_23-15,1/1/1995,138,1303,2490,,
SCU_34-09,2/1/2003,138,121,2242,,
SRU_23-33,1/1/2004,138,5225,70,,
SCU_33-05,6/1/2005,138,2474,337,,
SRU_32A-33,8/1/2010,138,,3170,,
SCU_24-09,6/1/2013,138,2132,8449,,
SCU_24A-09,6/1/2013,138,2132,8449,,
SCU_12A-03,5/1/2014,138,124,810,,
SRU_14-33,11/1/1971,139,61,6811,,
SRU_43A-15,6/1/1981,139,9182,518,,
SCU_31-08,7/1/2002,139,42,248,,
SCU_34-09,2/1/2004,139,260,1966,,
SRU_23-33,5/1/2006,139,,93,,
SCU_32-05,12/1/1962,140,83,7,,
SCU_43-09,12/1/1981,140,16201,181,,
SRU_14-15,7/1/1959,141,,9,,
SRU_34-10,11/1/1964,141,30,564,,
SRU_14-22,10/1/1976,141,8162,950,,
SCU_12A-10,5/1/1985,141,14148,25,,
SCU_24-09,6/1/2001,141,77,10931,,
SCU_24A-09,6/1/2001,141,77,10931,,
SCU_23A-09,7/1/2002,141,65360,160,,
SCU_12A-04,5/1/2005,141,,,,
SCU_23A-09,11/1/2011,141,1722,882,,
SCU_24-09,3/1/2014,141,6974,7929,,
SCU_34-09,7/1/2014,141,113,12287,,
SRU_34-10,3/1/1965,142,29,568,,
SCU_44A-08,7/1/1983,142,832,205,,
SRU_21-22,5/1/1996,142,738,5645,,
SCU_13-04,6/1/1999,142,176728,,,
SCU_43A-05,6/1/1999,142,176728,,,
SCU_32B-09,8/1/1999,142,94986,1602,,
SCU_31-08,9/1/2002,142,159,220,,
SRU_14A-33,1/1/2014,142,4044,,,
SCU_31-08,6/1/2014,142,458,480,,
SCU_21A-09,9/1/2016,142,4519,1197,,
SRU_14A-33,11/1/2016,142,390,537,,
SCU_314-03,4/1/1986,143,14655,6,,
SRU_23-33,5/1/2007,143,575,83,,
SCU_34-04,5/1/2010,143,2324,7753,,
SRU_34-10,10/1/1964,144,31,576,,
SCU_32-05,9/1/1973,144,64,133,,
SCU_321-09,12/1/1981,144,13666,7,,
SCU_323-04,11/1/1997,144,23,41,,
SCU_34-09,2/1/2001,144,4618,3266,,
SCU_24-09,4/1/2001,144,65,10118,,
SCU_24A-09,4/1/2001,144,65,10118,,
SCU_33-05,3/1/2002,144,1850,261,,
SCU_34-09,6/1/2002,144,184,2413,,
SCU_34-09,3/1/2004,144,283,2055,,
SCU_12A-04,8/1/2007,144,2,,,
SRU_12-15,2/1/2013,144,22760,687,,
SCU_34-09,4/1/2014,144,282,10369,,
SRU_34-10,5/1/1965,145,30,580,,
SRU_34-10,6/1/1965,145,30,580,,
SCU_34-09,8/1/2000,145,89,4003,,
SCU_34-09,1/1/2004,145,282,2194,,
SRU_43A-15,11/1/1968,146,56,341,,
SRU_23-27,11/1/1985,146,58391,8940,,
SCU_32B-09,1/1/2000,146,100890,1355,,
SCU_24-09,5/1/2001,146,81,11062,,
SCU_24A-09,5/1/2001,146,81,11062,,
SCU_12A-04,6/1/2007,146,,,,
SRU_34-10,12/1/1964,147,30,588,,
SCU_23A-09,9/1/2000,147,50065,142,,
SCU_34-09,8/1/2001,147,49,3243,,
SCU_34-09,11/1/2002,147,152,2238,,
SCU_21A-09,8/1/2004,147,2120,4717,,
SCU_332-04,6/1/2014,147,1180,95,,
SCU_11-16,9/1/1982,148,9122,3,,
SCU_12A-03,4/1/2008,148,1,251,,
SCU_14-34,11/1/2010,148,6,823,,
SCU_34-09,12/1/2013,148,,8983,,
SCU_321-09,7/1/1982,149,16792,7,,
SCU_13-09,1/1/1983,149,6507,1721,,
SCU_34-08,12/1/1985,149,7641,126,,
SCU_34-09,4/1/2002,149,113,2218,,
SCU_343-33,8/1/2009,149,24,,,
SRU_14A-33,7/1/2013,149,1342,35,,
SCU_332-04,7/1/2014,149,1785,49,,
SCU_21-03,10/1/1988,150,18624,9,,
SRU_12-15,4/1/1992,150,237,1213,,
SCU_14-34,5/1/2006,150,437,3094,,
SRU_34-10,9/1/1963,151,,1104,,
SCU_23B-03,5/1/1989,151,7062,275,,
SCU_13-04,7/1/1999,151,188578,,,
SCU_43A-05,7/1/1999,151,188578,,,
SCU_12A-04,3/1/2011,151,,337,,
SCU_34-04,3/1/2011,151,4637,8804,,
SRU_34-10,1/1/1965,152,31,608,,
SRU_34-10,4/1/1965,152,30,760,,
SRU_41A-15,12/1/1983,152,2031,1125,,
SCU_43-09,4/1/1985,152,12954,7,,
SCU_23B-03,6/1/1995,152,96084,31,,
SCU_12A-04,9/1/2010,152,,456,,
SRU_23-27,6/1/1982,153,2423,670,,
SCU_13-04,12/1/1996,153,29,,,
SCU_43A-05,12/1/1996,153,29,,,
SCU_13-09,12/1/1997,153,11,,,
SCU_42-04,10/1/2000,153,95842,31,,
SCU_14-34,3/1/2012,153,30,387,,
SCU_12A-10,4/1/1985,154,13015,27,,
SCU_34-09,7/1/2002,154,187,2236,,
SCU_32B-09,6/1/2003,154,1793,2659,,
SRU_212-27,1/1/2014,154,,16593,,
SCU_33-33,1/1/2016,154,1468,157,,
SCU_21A-09,6/1/2016,154,3187,1372,,
SCU_24-34,5/1/1985,155,14500,68,,
SCU_32B-09,7/1/2000,155,59361,1159,,
SCU_34-09,9/1/2001,155,130,2764,,
SCU_33-05,7/1/2005,155,2599,311,,
SCU_12A-04,8/1/2010,155,,399,,
SCU_21A-09,3/1/2017,155,4137,1011,,
SCU_13-34,3/1/1979,156,7400,26,,
SCU_42-04,3/1/2005,156,793,270,,
SCU_12A-04,2/1/2010,156,716,283,,
SCU_24A-09,2/1/2014,156,9894,6513,,
SCU_22-04,6/1/2014,156,492,759,,
SCU_13-09,2/1/1983,157,18082,2604,,
SCU_34-04,7/1/2013,157,5360,3712,,
SRU_21-27,9/1/1993,158,1143,2218,,
SCU_32B-09,2/1/2000,158,80503,1192,,
SCU_14-34,12/1/2010,158,44,1137,,
SCU_32B-09,12/1/2017,158,6428,4492,,
SCU_34-08,5/1/1979,159,3552,276,,
SRU_21-22,7/1/1989,159,45,3025,,
SCU_41B-09,5/1/1992,159,22862,8,,
SCU_24-09,7/1/2001,159,78,11572,,
SCU_24A-09,7/1/2001,159,78,11572,,
SCU_33-05,4/1/2002,159,2548,179,,
SCU_21B-16,5/1/2002,159,1741,601,,
SCU_31-08,5/1/2002,159,158,214,,
SCU_34-04,9/1/2010,159,,10949,,
SCU_24-09,2/1/2014,159,9894,6513,,
SCU_23B-03,9/1/1994,160,80052,28,,
SCU_23A-09,7/1/2001,160,268090,103,,
SCU_34-09,9/1/2002,160,149,2307,,
SCU_12A-04,9/1/2011,160,,372,,
SCU_21A-09,2/1/2013,160,5202,948,,
SRU_34-10,2/1/1965,161,33,644,,
SRU_43A-15,7/1/1983,161,,1181,,
SCU_12A-04,6/1/1993,161,23664,12,,
SCU_14-34,2/1/2006,161,959,3670,,
SCU_14-34,1/1/2011,161,39,907,,
SCU_23A-09,10/1/2012,161,4316,3814,,
SCU_21A-09,12/1/2017,161,5169,1392,,
SRU_34-28,9/1/1977,162,7932,1534,,
SCU_13-04,7/1/2001,162,78121,190,,
SCU_43A-05,7/1/2001,162,78121,190,,
SCU_32B-09,8/1/2001,162,47649,2094,,
SCU_343-33,8/1/2006,162,,,,
SCU_12A-04,12/1/2009,162,1970,374,,
SCU_31-08,10/1/2014,162,2157,1818,,
SRU_21-22,6/1/2015,162,3497,23059,,
SCU_343-33,11/1/1998,163,1455,2899,,
SCU_44-04,7/1/2003,163,107,11815,,
SCU_21A-09,3/1/2013,163,6485,958,,
SRU_14-22,2/1/1966,164,41,23,,
SRU_23-27,11/1/1984,164,564,7141,,
SCU_314-03,4/1/1988,164,27248,5,,
SCU_34-09,5/1/2002,164,222,2387,,
SCU_42B-05,7/1/2005,164,126,1024,,
SRU_14A-33,11/1/2006,164,,,,
SCU_22-04,3/1/2014,164,359,863,,
SRU_34-10,7/1/1965,165,30,660,,
SCU_34-09,6/1/2003,165,94,2857,,
SRU_23-33,12/1/2004,165,332,125,,
SCU_24A-09,4/1/2014,165,2354,7059,,
SCU_21A-09,4/1/2016,165,2659,1241,,
SCU_314-03,2/1/1965,166,41,557,,
SCU_24-34,7/1/1981,166,15288,8,,
SRU_12-27,6/1/1997,166,285,3692,,
SCU_34-04,3/1/2012,166,9077,5705,,
SCU_12-03,2/1/1980,167,10973,151,,
SCU_14A-05,3/1/1986,167,6824,760,,
SRU_23-15,1/1/1990,167,1123,1513,,
SRU_23-15,2/1/1990,167,2378,3177,,
SCU_343-33,11/1/2004,167,,6380,,
SCU_33-05,5/1/2005,167,2857,330,,
SRU_14A-33,3/1/2009,167,,,,
SRU_14A-33,6/1/2001,168,18367,1144,,
SCU_34-09,7/1/2003,168,90,2604,,
SCU_12A-04,12/1/2005,168,20,,,
SCU_12A-04,2/1/2006,168,54,,,
SCU_32B-09,12/1/1999,169,120598,1418,,
SCU_12A-04,9/1/2008,169,26,,,
SCU_12A-04,3/1/2010,169,519,190,,
SRU_14-33,3/1/1968,170,67,1001,,
SCU_23A-09,8/1/2001,170,263731,99,,
SRU_14A-33,12/1/2013,170,5886,,,
SCU_24-09,4/1/2014,170,2354,7059,,
SCU_34-05,11/1/1972,171,2024,2,,
SRU_23-15,12/1/1994,171,2677,3630,,
SCU_13-04,5/1/1997,171,2350,,,
SCU_43A-05,5/1/1997,171,2350,,,
SCU_32B-09,3/1/2000,171,94713,1375,,
SCU_23A-09,3/1/2012,171,936,499,,
SCU_23A-09,12/1/2012,171,2211,1766,,
SCU_24A-09,1/1/2014,171,11705,7274,,
SCU_24A-05,3/1/1991,172,39472,18,,
SCU_14-34,4/1/2010,172,,1126,,
SCU_24A-09,12/1/2013,172,10263,8375,,
SCU_42A-05,8/1/1983,173,14978,544,,
SRU_23-15,2/1/1984,173,3673,698,,
SCU_42-04,8/1/2000,173,149409,184,,
SCU_41A-08,1/1/2009,173,3,578,,
SCU_34-04,11/1/2010,173,563,10310,,
SRU_14A-33,2/1/2001,174,30939,1161,,
SCU_13-09,10/1/2001,174,36213,246,,
SCU_21A-09,9/1/2003,174,2560,3147,,
SCU_24-09,10/1/2013,174,7887,7795,,
SCU_24A-09,10/1/2013,174,7887,7795,,
SCU_21A-09,11/1/2017,174,4525,1260,,
SCU_21A-04,11/1/1981,175,50497,1205,,
SCU_34-08,8/1/1982,175,9069,362,,
SCU_12A-04,4/1/2010,175,581,238,,
SCU_14-34,9/1/2010,175,,1581,,
SRU_21-22,9/1/2011,175,,13317,,
SCU_24-09,1/1/2014,175,11705,6879,,
SCU_33A-08,10/1/2000,176,294,899,,
SCU_14-34,2/1/2002,176,587,722,,
SCU_34-09,10/1/2002,176,1186,2452,,
SCU_23A-09,1/1/2006,176,,98,,
SCU_24-09,12/1/2013,176,10263,8375,,
SCU_44-05,8/1/2014,176,1138,460,,
SCU_34-09,5/1/2003,177,92,2815,,
SCU_43A-04,9/1/1998,178,253,288,,
SRU_21-27,1/1/1999,178,2637,2834,,
SCU_32B-09,11/1/1999,178,82688,1628,,
SRU_14A-33,5/1/2001,178,25840,1067,,
SCU_44-04,2/1/2003,178,195,10564,,
SCU_32B-09,5/1/2003,178,1498,2916,,
SCU_343-33,3/1/2005,178,318,7867,,
SCU_332-04,4/1/2014,178,19,,,
SCU_41A-09,11/1/1981,179,15610,25,,
SCU_32B-09,3/1/2003,179,936,1968,,
SCU_343-33,3/1/2004,179,1871,8672,,
SCU_12A-04,10/1/2010,179,11,392,,
SCU_12A-04,5/1/2011,179,,248,,
SCU_23A-09,6/1/2011,179,935,607,,
SCU_21A-09,7/1/2016,179,3486,1360,,
SCU_21A-09,7/1/2017,179,2820,1253,,
SCU_32B-09,10/1/2017,179,4845,5845,,
SCU_34-33,4/1/1984,180,19024,5,,
SCU_34-09,6/1/2000,180,130,3834,,
SCU_343-33,5/1/2004,180,687,10033,,
SCU_12A-04,1/1/2010,180,1706,415,,
SCU_21A-09,9/1/2015,180,1058,1501,,
SRU_21-22,9/1/1989,181,49,3451,,
SCU_21B-16,12/1/1997,181,8155,197,,
SCU_13-04,1/1/1999,181,630,17,,
SCU_43A-05,1/1/1999,181,630,17,,
SCU_21A-09,8/1/2003,181,5726,2395,,
SCU_34-04,3/1/2007,181,21,10990,,
SCU_12A-04,9/1/2007,181,13,,,
SCU_34-09,11/1/2013,181,25,7393,,
SCU_21B-16,11/1/2000,182,1944,631,,
SCU_44-04,10/1/2002,182,2042,12623,,
SCU_12A-04,8/1/2008,182,15,,,
SRU_11-22,1/1/2014,182,1408,108,,
SCU_21A-09,3/1/2016,182,1909,1260,,
SCU_21A-09,6/1/2017,182,2604,1238,,
SRU_23-15,5/1/1999,183,1681,2602,,
SCU_34-09,5/1/2000,183,162,3754,,
SCU_21A-09,7/1/2003,183,3380,3003,,
SCU_34-04,2/1/2011,183,3218,9567,,
SCU_12A-04,10/1/2011,183,,359,,
SCU_34-04,10/1/2013,183,198,6446,,
SCU_21A-16,3/1/1980,184,18948,62,,
SCU_43-09,1/1/1991,184,24759,20,,
SCU_343-33,9/1/2003,184,1776,8324,,
SCU_12A-04,12/1/2007,184,51,,,
SCU_43A-33,6/1/2014,184,12,5237,,
SCU_21A-09,12/1/2016,184,1856,1295,,
SRU_12-27,11/1/1972,185,4478,9065,,
SRU_41A-15,6/1/1984,185,14761,1364,,
SRU_23-15,9/1/1996,185,842,826,,
SCU_13-04,10/1/1998,185,182,50,,
SCU_43A-05,10/1/1998,185,182,50,,
SCU_21B-16,3/1/2002,185,2520,384,,
SCU_33-05,5/1/2002,185,8233,196,,
SCU_44-04,11/1/2002,185,2747,10411,,
SCU_21A-09,8/1/2017,185,2910,1270,,
SCU_41A-08,3/1/2011,186,3,774,,
SCU_24-09,3/1/2013,186,7582,10689,,
SCU_24A-09,3/1/2013,186,7582,10689,,
SRU_23-33,10/1/1961,187,43,2,,
SRU_34-10,2/1/1984,187,2382,2516,,
SRU_32A-33,4/1/1991,187,2951,1056,,
SCU_33-05,7/1/2002,187,5281,176,,
SRU_23-33,8/1/2007,187,45,113,,
SRU_23-33,11/1/2008,187,,66,,
